mean.Signature.1	mean.Signature.2	mean.Signature.3	mean.Signature.4	mean.Signature.5	mean.Signature.6	mean.Signature.7	mean.Signature.8	mean.Signature.9	mean.Signature.10	mean.Signature.11	mean.Signature.12	mean.Signature.13	mean.Signature.14	mean.Signature.15	mean.Signature.16	mean.Signature.17	mean.Signature.18	mean.Signature.19	mean.Signature.20	mean.Signature.21	mean.Signature.22	mean.Signature.23	mean.Signature.24	mean.Signature.25	mean.Signature.26	mean.Signature.27	mean.Signature.28	mean.Signature.29	mean.Signature.30	lower_90.Signature.1	lower_90.Signature.2	lower_90.Signature.3	lower_90.Signature.4	lower_90.Signature.5	lower_90.Signature.6	lower_90.Signature.7	lower_90.Signature.8	lower_90.Signature.9	lower_90.Signature.10	lower_90.Signature.11	lower_90.Signature.12	lower_90.Signature.13	lower_90.Signature.14	lower_90.Signature.15	lower_90.Signature.16	lower_90.Signature.17	lower_90.Signature.18	lower_90.Signature.19	lower_90.Signature.20	lower_90.Signature.21	lower_90.Signature.22	lower_90.Signature.23	lower_90.Signature.24	lower_90.Signature.25	lower_90.Signature.26	lower_90.Signature.27	lower_90.Signature.28	lower_90.Signature.29	lower_90.Signature.30	upper_90.Signature.1	upper_90.Signature.2	upper_90.Signature.3	upper_90.Signature.4	upper_90.Signature.5	upper_90.Signature.6	upper_90.Signature.7	upper_90.Signature.8	upper_90.Signature.9	upper_90.Signature.10	upper_90.Signature.11	upper_90.Signature.12	upper_90.Signature.13	upper_90.Signature.14	upper_90.Signature.15	upper_90.Signature.16	upper_90.Signature.17	upper_90.Signature.18	upper_90.Signature.19	upper_90.Signature.20	upper_90.Signature.21	upper_90.Signature.22	upper_90.Signature.23	upper_90.Signature.24	upper_90.Signature.25	upper_90.Signature.26	upper_90.Signature.27	upper_90.Signature.28	upper_90.Signature.29	upper_90.Signature.30
CRC1078_vitroMA	0.000351618147233399	0.0179221278349121	0.116853441114183	0.123808043342235	0.00337784603287385	0.000526119295249507	0.00775197679501416	0.259571761386153	0.0330842698842537	0.000728658863781352	0.019041622408341	0.00594040984778133	0.0130936570858358	0.00160510884859332	0.000539288350464835	0.0870685250407773	0.00369236999838801	0.264301325190175	0.00171091124573757	0.00182769911101647	0.000990468720776454	0.0020717069525636	0.00461502321693386	0.00338704444789219	0.00193111261911242	0.00103942832597058	0.00636689702098377	0.0114816750720416	0.00238603108986723	0.00293383271085889	1.11135239257357e-06	0.0134237274473599	0.0900849224988246	0.0997677523127076	1.19468406930951e-05	1.43729387950003e-06	0.00102347969944371	0.233262010317659	0.0180618230042966	2.35293861702736e-06	0.0099766826337464	1.9953719041675e-05	0.00893660996692481	2.29282733296908e-06	1.971771895881e-08	0.0681291805267232	1.23188192802447e-06	0.247376511643538	1.430947539643e-06	8.06139858040172e-07	2.30075146182612e-07	3.39147192653029e-07	6.57275137830365e-06	3.27936107887046e-06	3.61802165450324e-06	2.48444408676022e-07	0.00258145205738019	0.00574671853995832	1.39112990796917e-05	6.92275742410924e-06	0.000787528242397411	0.023377247688087	0.14313013334336	0.147825203847656	0.00751195248101693	0.00123618478865418	0.0141626219030639	0.285530733966578	0.0461255462404152	0.00158476920576958	0.0293500577363039	0.0127164823004867	0.0171667376341648	0.00375215855274121	0.00124503366451263	0.107802558130287	0.00725242596096745	0.280167898279753	0.0040131953791914	0.00441160021471728	0.00216718861359394	0.00450058719902098	0.0094796206275679	0.00764263683107431	0.00427383432675344	0.0023624313115557	0.00985563587300919	0.0179407994708585	0.00519718898756865	0.0062360126115077
CRC1078_vivoMA	0.00125164944610191	0.0015473381255625	0.0666878425012059	0.100781957414672	0.00541896231126592	0.00172621899828088	0.00158509600745408	0.352350297367639	0.031947295387072	0.00182424471200303	0.00185464303883782	0.00358981516900781	0.0141528804330519	0.00340744396449635	0.00187259360380723	0.00972844657008353	0.00334058663003222	0.318049027607515	0.00210011021288362	0.00241744870885019	0.00199875731149505	0.0133033981507036	0.00168712601227904	0.0109628852569084	0.007064112217991	0.00203977383239284	0.003961673751982	0.0196342210150529	0.0113666141272842	0.00234754011408852	2.97159815990528e-06	3.81783382254786e-06	0.0209606885551422	0.0572930201756744	1.94393979055104e-06	7.73472456985479e-07	2.98958451747487e-06	0.304628836394147	0.010588387248035	2.20121047175607e-06	3.49650005763645e-06	1.50420019206352e-05	0.00704489938219538	7.85509954188904e-06	4.31316888235732e-06	1.29909441025956e-05	8.16489972271826e-06	0.279414676362619	9.0667500921531e-06	2.72600869047771e-06	1.04280394534511e-05	4.55670715805692e-05	1.33143980818604e-07	6.83778058430047e-06	1.61830364133172e-05	1.49132258929968e-06	1.64865002664491e-05	0.00830874907423495	4.2546809530952e-05	3.92736573580701e-06	0.00264165260012141	0.00364123161471692	0.103610230900482	0.150326652100095	0.0124639803993928	0.00392539081558199	0.00355624583986515	0.405666344010444	0.0509984426692743	0.00434386455431976	0.00408277632062744	0.00803181091152565	0.0206734186238475	0.00778416708785869	0.00434808772731208	0.0210325480713132	0.00716110009930729	0.348440989145236	0.0048817757356882	0.00537375379058923	0.00449239982571273	0.0235790130693752	0.00406712832806105	0.0239318447382225	0.0164406928166624	0.00474586003683881	0.00810429983902981	0.0302215084041706	0.0263371909656894	0.00537820034439625
CRC1307_bulk	0.142202172893649	0.000921928441610183	0.113425005383741	0.00390828444208642	0.00524305893955135	0.00801988641053996	0.000678445223198791	0.229907108602637	0.141944942368404	0.00414851503536151	0.00157735644685849	0.00378743598987474	0.0226745041143262	0.00380608078970501	0.0155941085119879	0.0159179784858605	0.235268894537505	0.0024467197770856	0.00247352186628554	0.000707614633009454	0.00115953092117856	0.00283467475844075	0.0014104841441026	0.00663188001063615	0.0183438882749283	0.00110695760113407	0.00417153014990375	0.00377276004030607	0.00484142445194967	0.00107330675414193	0.131733579670896	3.63593292222409e-06	0.0972720575627388	1.5074637030679e-05	1.76478887689613e-05	1.10710524071986e-05	1.56228356646306e-06	0.211909539454362	0.13047499391148	1.14740266148335e-05	3.69596035418181e-06	2.27766780777957e-06	0.0199176343972168	2.37616971997738e-06	0.00811768730773958	0.00207581614957178	0.22805799978119	5.66973673828215e-06	2.47357145437427e-06	1.24678899231621e-06	1.89678761112923e-06	8.58459672518819e-07	1.31312031261119e-06	1.42312384848801e-05	0.00561044817078934	1.71256449347929e-07	0.00177259641963265	2.57962145992736e-05	8.20689372761355e-05	3.85791034274857e-09	0.152475490200409	0.00195493769457568	0.128301355289794	0.00881057964499799	0.012155232014628	0.0160446812811211	0.00163158830949292	0.247885180210946	0.153247935800164	0.00749710978946179	0.00339148459248016	0.00807502699315346	0.0255585588269237	0.00795172389624026	0.0232724214215739	0.0275273838686835	0.243422833493919	0.00525236869825231	0.00560596949788487	0.00166183006207982	0.00255879245733932	0.00595086200259094	0.00307058030075942	0.0112426098933861	0.0314866054986154	0.00252128918814339	0.00684877118222234	0.007971393774084	0.0102672241487859	0.00243704047913838
CRC1307_vitroMA	0.00158435243574821	0.0148434129649379	0.232900428590686	0.0623605918466963	0.0461948412743622	0.00156639713745022	0.0169708009323318	0.156213475563988	0.0807387239583657	0.00209338667766025	0.00824577177527441	0.0947021570016165	0.0202775111652485	0.00199978482104241	0.00113642929899317	0.128106295371283	0.000479813827200196	0.0735938240430531	0.00398559657251929	0.0013430018069951	0.00127478939964051	0.00609452102583346	0.00578868766405462	0.0034492370570675	0.00555459610016923	0.00154553130759527	0.00240068195096718	0.0050005243051445	0.00780159271958895	0.0117532414044864	3.81824389290102e-06	0.00942437329082618	0.206140831131066	0.0432742953748837	0.000117527142253309	1.12339422924062e-06	0.00937842610056394	0.129390164113412	0.065029864053658	4.2630903722178e-06	2.57721091533409e-05	0.077524796091815	0.0160192689008134	2.32549755198217e-06	3.20405416209266e-06	0.0959754261739099	6.69891073840845e-08	0.0594812912253139	2.95740245441018e-05	1.72143993305781e-06	4.2171354496576e-07	0.000453152294025086	3.5322549389492e-05	7.78619570974498e-06	1.05039961453742e-05	1.31015317598836e-06	2.70711358337083e-06	8.85950141305474e-05	9.45242574253493e-06	0.000101978028220399	0.00340611205293175	0.0201674419833503	0.26067069985898	0.0831386846714911	0.0840572806614404	0.00353960053798375	0.0246500798450815	0.180846276105903	0.0939758385640049	0.0045473298096621	0.0153228638172709	0.113999921069909	0.0249870616543199	0.00469532938598515	0.00249439170724855	0.157082565313271	0.00113633062731875	0.0857924496795926	0.00853302057436767	0.00317099726765402	0.00299897605046214	0.0109394820323084	0.0111013566312151	0.00795949322512775	0.0120557682659509	0.00346113363310427	0.00469746912156992	0.00925141528458164	0.0166855904246876	0.0222300163750229
CRC1307_vivoMA	0.00638509566252098	0.0140267190500573	0.134779966916991	0.080112619433398	0.0215506362775421	0.00540988644032899	0.0120836168422289	0.271060069278926	0.114851420403827	0.00508649204937272	0.0123399884831081	0.0452497766697078	0.0257917707549863	0.00385366438543347	0.00300570112107563	0.0511323090129115	0.00149012056607824	0.0899371262911576	0.00284494999243329	0.00282031877428194	0.00441253531566321	0.00262774277056348	0.00287630810401967	0.00748604999537506	0.00781417819445605	0.00502051045100004	0.00186549901311462	0.02340853570846	0.0277682455531344	0.0129081464878461	1.47657291254201e-06	0.00603138185261305	0.0983571856996959	0.050525260089323	9.77498176025478e-06	2.4908703605904e-05	0.00222156525924328	0.230714621578005	0.0923953694072976	0.000261283242309764	0.000303040661965813	0.0187600424987784	0.0191751956351972	1.57597506082055e-05	8.68079411976328e-06	0.0146412847690224	2.12595787896063e-06	0.0681680530613954	1.26362989922617e-05	2.58018944362899e-06	4.61638641381031e-05	1.94423608910379e-07	1.52919987627892e-05	4.90667869847031e-06	7.96781026706391e-06	9.27344287206729e-06	2.26963931593091e-08	0.0127712378872533	0.00046350871284629	8.93136070383351e-05	0.0127934318225659	0.0215959974541293	0.171498002256898	0.112656516978472	0.0475131450242661	0.0115195111603144	0.0221124055736061	0.306095811492501	0.140787074932094	0.0102472374254706	0.0212703474073672	0.0661908245649251	0.031976179976237	0.00823489846784527	0.00654837858119247	0.0837729212354205	0.00334851400206926	0.114705469245612	0.00641076157288097	0.00619692304306033	0.00970159648972643	0.00613078834758011	0.00675093928372061	0.0169203873287286	0.0167813472482132	0.0113631310279119	0.00415471079165828	0.0341768285516785	0.0508526268315844	0.0264394770431024
CRC1502_bulk	0.188398294461484	0.00505137148977983	0.223395206070279	0.00171163022748192	0.025962443786923	0.00140399788480967	0.000972509655384366	0.0869370104237417	0.323302783074413	0.00101194495189744	0.00119562421037321	0.00547975860774338	0.0505033346541455	0.00086398222559036	0.000702354032550075	0.0592157915835698	0.00036611608200967	0.0019590936581275	0.00104644198195971	0.000438531030601716	0.00098229220984843	0.000603799153178439	0.00049500311459073	0.00276890043693795	0.00423959647034727	0.00114120608120892	0.00263878696829281	0.00213787992250467	0.00335387970217586	0.00172043584805087	0.18023200294085	0.00211677234190592	0.204223227607037	1.73313193069844e-07	4.00087523418296e-05	3.59366584227232e-07	2.41845992597902e-06	0.0715160076798971	0.308156219684198	5.79300377787385e-07	1.09211147403938e-06	3.31279324053948e-06	0.0460777390303219	1.97271269641067e-06	1.97193806984821e-06	0.0353201797542363	9.5615740001255e-07	1.33262107640839e-07	1.02413267662805e-06	1.98113219251131e-07	3.74868737642018e-06	6.55449652518862e-07	5.75543404511867e-07	9.27082444706828e-06	5.57497593279636e-06	2.99854266790939e-06	0.000595120313315638	6.92067912854434e-06	1.43187506361445e-05	2.6062025707185e-06	0.197222082101026	0.00893682617526084	0.243322914843957	0.00379945212462984	0.0509193699684781	0.00337230634777701	0.00225870303729721	0.103301660163321	0.335172756097327	0.00233280425105689	0.00263804689550524	0.0112632421463268	0.0541975836444477	0.00188529469592627	0.0017093821902398	0.0781360536206015	0.000894005340427715	0.00444192582600736	0.0023621887764159	0.00109503108466558	0.00227567253187425	0.00143736456987922	0.001139758909348	0.00568372238848665	0.00898515486451606	0.00256867466364918	0.00471338095248201	0.0044380294232687	0.00732885913397242	0.00416003997378043
CRC1502_vitroMA	0.000305054901505363	0.0204552882434823	0.126650076533195	0.068370589177014	0.00560162578522858	0.00041768659208966	0.00492260029556613	0.32077240661399	0.0719401882538787	0.0022275767328181	0.0219566785568491	0.0292336294291472	0.0190860269061143	0.00197752126522208	0.000470480580689047	0.114891751412913	0.000290720302889527	0.149045550217746	0.00164702339317991	0.000903464542586172	0.000601116410177855	0.000903955456748323	0.00245626722860048	0.00491490271890169	0.00150248007468575	0.000750879692534397	0.00692665389998447	0.00307601219348329	0.0106106876609214	0.00709110492785853	5.85883937170655e-07	0.0159961509485836	0.109626326755856	0.05173740515232	2.20745746758814e-05	2.78141537555474e-08	2.86638254334667e-05	0.301676549917749	0.0608550375871456	4.84684443046133e-06	0.0143397111113166	0.0162687978763788	0.0157259043369487	1.46695343671704e-06	2.54261132136682e-06	0.0916382729527568	6.26098894551337e-08	0.135778214104503	1.39908130170884e-06	1.54216876269957e-06	2.17775156173184e-06	7.12626437800279e-06	3.48787983438407e-07	1.85822180873575e-05	2.22555236352458e-06	3.76986323153828e-07	0.00397586887736381	3.89914592797458e-06	0.000201596158708838	5.57909856890226e-05	0.000698908623494991	0.0246094097608467	0.146926378164518	0.0853294603144367	0.0126494062999909	0.00101724920606228	0.00894314727201193	0.342857386630984	0.0827603947883702	0.0046105041109283	0.0292575279749198	0.0408929007757223	0.0227542543427782	0.00424433337173344	0.00111673960817676	0.138575973579152	0.000637524281808871	0.160259930666441	0.00389400567556747	0.00201123878741803	0.00136644385768332	0.00210746879513961	0.00531898811022724	0.010584543370346	0.00339335643310271	0.00176753156725994	0.00967454160665011	0.00570618211265467	0.0210305018714916	0.0139406495992437
CRC1502_vivoMA	0.000509984221707188	0.00235864665883308	0.0439065096581242	0.0553145986437109	0.00276670635412509	0.000776499758709963	0.00121281848253196	0.483251628749241	0.05336932963583	0.00179213255552935	0.00168188740327186	0.00171974069576144	0.0209245854454905	0.00215189640173529	0.00109766599622059	0.00340175457905916	0.000750130230725734	0.231900489596443	0.00121410821000201	0.00108967681484923	0.000994827121240778	0.00599353676439531	0.00145411941186466	0.0291681895304464	0.00294317172132915	0.00087156181255881	0.00497071557143147	0.019645542755806	0.0203567872534003	0.00241075796562539	2.64973438161874e-07	6.82460057438331e-06	0.0166442852544356	0.0227992658562718	1.01845938172438e-05	4.0842141636582e-07	6.0274106818589e-06	0.450238792036498	0.03766116792475	8.796155081815e-06	3.62720174735251e-08	2.69189771263771e-06	0.0166342675043914	1.52598365158791e-06	2.28222002543883e-06	4.4644342551948e-05	9.00031294971162e-07	0.210656734303241	2.58736578750484e-06	1.02496188035585e-07	1.1463376888606e-06	0.000111341288810884	1.27289078049847e-06	0.00822981552117135	2.03648783139328e-06	1.42817939288243e-06	0.000757612563835607	0.0129977553840796	2.9506857459124e-05	1.77267340810416e-06	0.00117742738763269	0.00477243416133006	0.0669661710345675	0.0854345693870855	0.00666692307119548	0.00181669666986803	0.00272081812636925	0.515383948389422	0.0681350660150856	0.00397217715318656	0.00368205036546158	0.00386181243680249	0.0253616276253241	0.0049480126536084	0.00246510670925865	0.00733872635694512	0.00171626784766892	0.253180170661921	0.0027873649016561	0.00246851161074095	0.00221990610711977	0.0119006017457857	0.00316677591043085	0.0484153177543406	0.00634739168920946	0.00212963441439675	0.00873136561275975	0.0270795085017701	0.0387874691076512	0.00511913490991818
CRC1599LM_bulk	0.194503642743406	0.0172056244474153	0.136133111386547	0.00302787079624529	0.0107845391204362	0.00176551923587684	0.000879312526816286	0.186496556285257	0.215201719173703	0.0115492614892075	0.00109228421537144	0.0347196822046098	0.0469175669091416	0.0016346684211062	0.00123885244722971	0.0186767155699525	0.000244518481815211	0.0566050407372613	0.00129733382912901	0.000553381817755362	0.00102092601453769	0.000585941197668081	0.000672799885528905	0.00244058170384198	0.00211878259673966	0.00204866888054301	0.015138138767388	0.00212621837691474	0.0324683314240938	0.00085240931446253	0.184434281113841	0.0135685144543822	0.117948757244346	6.81623190903593e-06	1.2848372493203e-05	5.38835082987028e-06	3.7493791614798e-06	0.166741937788501	0.20143076399603	0.00540597994183373	4.60454397025075e-06	0.0215829938523008	0.0423952912085696	1.34716313297187e-05	3.46701539716308e-06	0.000483606806346114	4.60015829706318e-07	0.0429618741873841	3.63918126018403e-06	4.02000628914238e-07	5.23043909130979e-07	5.81946117044281e-07	1.26959481076181e-06	1.02825198358777e-05	1.57062408773345e-06	1.15188213189849e-06	0.0121438646869688	4.63824290568244e-07	0.0191294212856269	1.49437572826566e-06	0.204489589070457	0.0214241863800016	0.154718819725453	0.00707596916284304	0.0241178370170744	0.0040101731676219	0.00197640713813874	0.207785765265473	0.230132821944174	0.0170453351951846	0.00241072677143636	0.048231570886705	0.051415005009926	0.00363708127235901	0.00266677540699346	0.0355227206683935	0.000570527738063944	0.0689440490215379	0.00294916829644473	0.0012599451111399	0.00220020890006643	0.00128695337047027	0.00153368085115294	0.00544540531059166	0.00478794095796852	0.00469694083800108	0.0185905312673899	0.00476185206323343	0.0470472778260313	0.00198752413691054
CRC1599LM_vitroMA	0.000602660184935502	0.0327264647397706	0.130997763862524	0.0894589955984882	0.00520412764620803	0.000782316239072009	0.00180496306792404	0.168947467575029	0.0279023405032728	0.00135899391921242	0.0179148494091462	0.00703839872517977	0.016710160481735	0.0292978834642019	0.000633027342537157	0.0228577867317634	0.000409928553640725	0.366080506582135	0.00361371494358129	0.00296804639416476	0.00101545846787586	0.00059446821713679	0.00452510245872313	0.00487266210093326	0.00137308274237197	0.00137255862284686	0.000798042991406938	0.00319319241147363	0.0457551094417926	0.00918992658091797	4.15682649421601e-08	0.0272658264610286	0.102869657985955	0.0625545841942949	7.26079138814038e-06	8.73436154740097e-07	1.79861378635678e-05	0.141132912399136	0.0165283940354955	6.60018808867087e-08	0.00716957100544747	0.00014181482103057	0.0114812561648392	0.0161055039666853	2.1013769771185e-06	0.004955951029492	9.48943735439432e-07	0.344146298533086	6.51124221699801e-07	3.07795428233021e-06	5.16835503814271e-06	9.66554149966878e-07	1.92903166494525e-05	4.67900487483995e-06	7.87964882385853e-07	4.71460602826022e-06	1.2873347226208e-06	6.84367946449583e-08	0.0229519574703955	1.35848236155894e-05	0.00136705110565078	0.0394901070619234	0.156768536338721	0.12201110596665	0.0119142439008064	0.00180986055790154	0.00414371973656641	0.196968274197245	0.0402176522132567	0.00309663059628877	0.0281172587657143	0.0137278057687272	0.0215602700650472	0.0426097654315369	0.00149822324747727	0.0413682108978937	0.00093871778505302	0.388161196381777	0.00794607762989002	0.00666505210386005	0.00235124557815635	0.00131274912842424	0.00955856685618397	0.0109465500478856	0.00343263266589437	0.00307384689772255	0.00184979950708005	0.00633391279632358	0.0734336170527596	0.0190670404419412
CRC1599LM_vivoMA	0.003568573164133	0.0129219399231753	0.107921885257204	0.0547868945584389	0.00758979881026691	0.00485604394486226	0.00208354156904379	0.172205207330633	0.0401233688813447	0.00382388768190637	0.00251418712782205	0.00651094304471825	0.0284779922444839	0.0179090397070593	0.00226095644588868	0.0156221112813763	0.00227715260019864	0.374847994255711	0.00338039365769636	0.00963809796688728	0.0032428464242045	0.00257772048489338	0.00228754470731896	0.00869829934203161	0.00507093433730422	0.00340128362793375	0.00227026968436987	0.0114314569355581	0.0825712091574137	0.00512842584612185	8.95153353964373e-06	0.00460894294844722	0.0528702226983337	9.28395377043289e-05	7.75184538177434e-06	3.21880187088074e-05	2.81010528735777e-06	0.11683719556138	0.0182712085792551	3.69384726641969e-06	3.24925550994344e-06	2.68658966475877e-05	0.0187082929364977	9.60402460921923e-06	1.35657074562086e-07	0.000213423930425212	1.45960823079584e-06	0.337891904255292	6.1778123494048e-07	1.65011116288986e-05	2.1363613118596e-06	7.91698715202365e-07	3.41159883499692e-06	1.50993232351603e-05	2.00622154171199e-05	3.19990156630261e-06	1.92258806796512e-06	0.000133509136646191	0.0365403037448546	8.86167023331219e-07	0.00787386707591988	0.0219749595323845	0.147435069081243	0.0935610437238496	0.0172600210145533	0.0108117325797515	0.00473967222513077	0.222902427945593	0.0662317881426848	0.00883544990079705	0.00551715723226963	0.0148446177411876	0.037958161507839	0.0334135812550233	0.00477336628202203	0.0333436821463109	0.00508677057789762	0.42259573913014	0.00804851764171052	0.0201237276326441	0.00753890946861253	0.00592769882239545	0.00516177573528161	0.0198311272072805	0.0111874523146283	0.00793179232935748	0.0048609587906148	0.0205116851291054	0.132239215183344	0.0113911017102574
CRC1599PR_bulk	0.230926372979855	0.0116799960012112	0.140348517586073	0.00361548917159675	0.0368609374425977	0.00311468049589052	0.00207013637993607	0.16008339889819	0.21084924890831	0.0144580789790656	0.00241430025879469	0.0187748172913413	0.039324163347184	0.00164622178233759	0.00390290849479087	0.0391241388542612	0.00119159029451153	0.00626493828567389	0.00192502281527278	0.000856941701066646	0.00306753293785526	0.00156594590609726	0.000962291534237396	0.010152836251552	0.0205990178755358	0.00357064695775462	0.00339419946234026	0.019802875796756	0.00599869544382924	0.00145405786608165	0.217326450732208	0.00718687388515277	0.117165801366773	2.67277631798641e-05	0.000257273457818231	8.31414796852437e-06	1.80851776670039e-06	0.138715150243672	0.193817545627886	0.00873528518616978	2.81357793825823e-06	0.00112156368813197	0.0346624108468207	4.34837896938293e-07	1.00034546271222e-05	0.0110569292917519	2.95126544199912e-06	0.000107757213369502	7.07606471246691e-07	1.91598548931527e-06	4.75643096478331e-06	5.38422854225721e-06	3.15504270911874e-06	0.00301981337419707	0.00464554124247234	9.79406521095724e-06	3.48049332143032e-05	0.0123183059024163	1.25824853100013e-05	1.97603054155962e-06	0.242225044758668	0.0153754292827064	0.164756283248234	0.00818114898230301	0.0713418256176534	0.00734533159774225	0.00467375247774558	0.183554558069911	0.232658307357594	0.0215499654511628	0.00503982259014	0.0325848440793378	0.0441129042785913	0.00387331314510088	0.00857656675795153	0.0669175308751238	0.00268714694509183	0.0121604905718689	0.00436709975914408	0.0019135390785131	0.006708326232002	0.00355533784929102	0.0021822310180342	0.0175649627554971	0.0361113022524166	0.0082918123999672	0.00570759071700752	0.0268312754972269	0.0128032551160112	0.00336552549277469
CRC1599PR_vitroMA	0.00358298632239425	0.04995845334362	0.0452829900290789	0.0328941586357337	0.0267292944153935	0.00393588921880792	0.00771199760862553	0.367323612138547	0.0478831684668543	0.00525494602847186	0.0108556403956969	0.00801325747258225	0.0623223484780488	0.00856359018962925	0.00395893777969202	0.0460571336256997	0.00210263989193978	0.102047010874943	0.010108630937858	0.00669047734605947	0.00273112589424082	0.00411122595181424	0.0100210581178314	0.0262118785038785	0.00584837188682881	0.00390120465830535	0.00819060076680521	0.00716848990400069	0.0246932576772973	0.0558456234393219	3.50685132071428e-07	0.0342072776735819	0.000224505389944161	9.6691749604478e-05	0.000190040743663262	1.84673950855249e-05	1.69524688847949e-05	0.311605389005588	0.0179311326951691	1.61696791427168e-05	1.30417082285053e-05	3.5028809119126e-05	0.049083554378509	1.85621388898188e-07	2.67744900955744e-06	0.00287584840328603	1.94031449967304e-06	0.0637403405217692	5.5087903094196e-06	8.86628612912523e-06	7.60266804312586e-06	4.557930557075e-06	2.14834430253547e-05	0.000231668554132925	4.22737824531813e-06	1.54025399756686e-05	2.76905943906093e-05	3.96625214982926e-07	0.000178830324491124	0.0215273487661255	0.00803440229412927	0.0675634538697438	0.0871331262859129	0.0674206890845004	0.0618518182687369	0.00877409098649862	0.0168535575305488	0.43277547274421	0.0772673851146674	0.0120516572160019	0.0238765533866	0.0189677334280408	0.0782856026510956	0.0189741901344747	0.0089560802320838	0.0837858253440249	0.0047848220846358	0.141696446036887	0.023671267298352	0.0153846671447844	0.00633480899730145	0.00949918909874187	0.0206794903998367	0.052432860885629	0.0134125537701622	0.00929443635134225	0.0150208474779718	0.0152489146693125	0.0510429548545787	0.0913811918091851
